ProductModelName,ProductCategory,ProductPrice,RetailerName,RetailerZip,RetailerCity,RetailerState,ProductOnSale,ManufacturerName,ManufacturerRebate,UserID,UserAge,UserGender,UserOccupation,ReviewRating,ReviewDate,ReviewText
Galaxy S4,Smart Phone,269,Frys,2109,Boston,MA,Yes,Samsung,Yes,qpfol30,28,Male,Unknown,5,5/22/2014,Second choice as new phone but very happy. Been a Motorola person for a long time but liked the look feel and features
Surface 3,Tablet,999,Walmart,2110,Boston,MA,No,Microsoft,No,vcxwy53,36,Male,Student,2,5/15/2013,bad buy;  overheats after 30 minutes
HP PAVALION  15.6,Laptop,319,Target,90012,Los Angeles,CA,No,HP,No,sfpcd84,56,Male,Secretary,5,9/14/2014, although there are many apps that I'll probably not use
iPad Air,Tablet,499,Frys,94102,San Francisco,CA,No,Apple,No,zeafq65,58,Female,Accountant,5,8/13/2014,This iPad is great and fast. Battery life is awesome. I highly recommend.
iPhone 6,Smart Phone,589,Walmart,33129,Miami,FL,No,Apple,No,vgvav27,18,Male,Manager,5,2/15/2015, Love the bigger screen
Samsung TV 65 Curved,TV,1900,hhgregg,94158,San Francisco,CA,No,Samsung,No,iwezm68,55,Male,Accountant,5,7/21/2014,The best picture I have ever seen.
iPad Air,Tablet,499,hhgregg,94102,San Francisco,CA,No,Apple,No,vqhdo69,51,Male,Unknown,4,6/21/2014,It's light weight convenient. Wifi ready easy to transport and is comparable with my iPhone. More user friendly than android models and Google models. I live the camera too
Samsung Tab 4,Tablet,349,hhgregg,94158,San Francisco,CA,No,Samsung,No,dpppb89,18,Female,Secretary,3,12/1/2014,Better than Apple I pad...........................
Samsung Tab 4,Tablet,349,hhgregg,90012,Los Angeles,CA,No,Samsung,No,ngypb25,37,Male,Student,5,7/23/2014,still learning but so far so good no complaints and the people at the geek squad are great to work with.
Surface 3,Tablet,999,Frys,94102,San Francisco,CA,No,Microsoft,No,pwukb84,36,Female,Manager,4,3/24/2014,microsoft surface pro 3 is the best tablet which can use x86 applications.
Surface 3,Tablet,899,Walmart,33130,Miami,FL,Yes,Microsoft,No,baynl30,22,Female,Programmer,4,3/14/2013,The surface pro 3 is nothing but an over priced tablet with no special features at all.
iPhone 6,Smart Phone,589,hhgregg,2110,Boston,MA,No,Apple,No,pjgqi1,58,Male,Accountant,5,12/20/2014,I'ven been using iPhone6 for about 3 months now and I love everything about it. It's fast and the touch ID works awesome. Battery lasts more than I expected. Great phone!
Samsung TV 65 Curved,TV,1799,hhgregg,94158,San Francisco,CA,Yes,Samsung,Yes,rtwla24,23,Male,Unknown,5,5/19/2014,This HDTV is just what my family need to cover the large hole in the wall.
iPad Air,Tablet,425,Walmart,90033,Los Angeles,CA,Yes,Apple,No,flbmw82,55,Female,Secretary,5,6/25/2014,The iPad Air is a big improvement over the prior generation iPads with a retina display.
HP PAVALION  15.6,Laptop,376,Walmart,60603,Chicago,IL,No,HP,No,xkioo79,29,Male,Manager,5,5/23/2014,Great computer for easy everyday use. I mainly use this computer for school or Internet browsing. The touch screen is a nice added feature. No problems at all!
Dell Ispiron 15.6,Laptop,499,hhgregg,90012,Los Angeles,CA,No,Dell,No,lumkk22,41,Male,Student,5,5/25/2014, Light weight
Dell Ispiron 15.6,Laptop,449,Frys,90033,Los Angeles,CA,Yes,Dell,No,gyipd88,21,Female,Secretary,5,10/28/2014,I was surprised how easy it was to use this computer.
Dell Ispiron 15.6,Laptop,328,Frys,94158,San Francisco,CA,Yes,Dell,Yes,tqtdw45,47,Female,Unknown,5,3/13/2014,this is a awesome computer I love the touch screen feature
Dell Ispiron 15.6,Laptop,499,Walmart,33129,Miami,FL,No,Dell,No,tcpoe39,52,Male,Programmer,5,12/27/2014,I wasn't looking for a touchscreen laptop but after getting this one I love that feature.
iPhone 6,Smart Phone,960,Bestbuy,94158,San Francisco,CA,No,Apple,No,gmqdj18,58,Male,Programmer,5,6/26/2014,Love this phone I finally upgraded from the 4s and it was well worth it
iPhone 6,Smart Phone,589,Frys,90012,Los Angeles,CA,No,Apple,No,acugv10,37,Male,Programmer,5,5/15/2013,I LOVE my iPhone's... Always have and probably always will!! I love the new design
iPad Air,Tablet,299,hhgregg,60585,Naperville,IL,Yes,Apple,Yes,fybhf10,30,Male,Student,4,12/14/2014,good for what we buy. Have no other choice except buying Apple for this price.
Surface 3,Tablet,925,Target,90012,Los Angeles,CA,No,Microsoft,No,aobsd12,34,Male,Secretary,4,12/20/2014, I still need to take the tutorials and learn more about using the Surface
Samsung TV 60 LED,TV,1100,Walmart,60585,Naperville,IL,Yes,Samsung,No,hmxdm85,53,Male,Programmer,5,9/17/2014,The Tv has been great. upgraded from a 47 inch samsung and noticed an improvement in the color enrichment and the detail in the picture. Game of Thrones looks even better now
Samsung TV 65 Curved,TV,1799,Frys,60585,Naperville,IL,Yes,Samsung,Yes,syclv25,18,Male,Manager,5,9/18/2014,Television is great!! We enjoy all gadgets in television
iPhone 6,Smart Phone,589,Target,60616,Chicago,IL,No,Apple,No,jvcjf18,30,Male,Unknown,1,11/25/2014,bad buy;  overheats after 30 minutes
iPad Air,Tablet,425,hhgregg,44114,Cleveland,OH,Yes,Apple,No,irvne50,47,Male,Accountant,5,8/10/2014,This is my first Apple product that I have owned in a long time.
Surface 3,Tablet,925,Walmart,90012,Los Angeles,CA,No,Microsoft,No,dlqia12,55,Female,Unknown,1,4/19/2014,play a game and in 2 hours the battery dies
Galaxy S4,Smart Phone,399,Walmart,60585,Naperville,IL,No,Samsung,No,thkvr23,57,Male,Student,4,5/24/2014,Huge battery life upgrade from the Galaxy SIII. I can't wait to compare it to the 5.
HP PAVALION  15.6,Laptop,376,hhgregg,90012,Los Angeles,CA,No,HP,No,sxlbv4,47,Male,Student,4,8/18/2014, Very fast computer
Samsung Tab 4,Tablet,299,hhgregg,33130,Miami,FL,Yes,Samsung,No,tcgrb6,24,Female,Programmer,3,12/10/2014,good basic android tablet from samsung. Has been downgraded from the previous version tab 3 but still serves the purpose.
Dell Ispiron 15.6,Laptop,449,Walmart,94158,San Francisco,CA,Yes,Dell,No,ljtmu82,44,Male,Manager,4,3/24/2014,I am surprised by the quality of this laptop.
iPhone 6,Smart Phone,399,Walmart,2108,Boston,MA,No,Apple,No,ahfkf83,41,Male,Manager,5,12/10/2014,Excellent customer service and great product. Highly recommend it
Samsung Tab 4,Tablet,349,Bestbuy,60585,Naperville,IL,No,Samsung,No,hihdz21,47,Female,Secretary,1,5/12/2014,bad for watching movies on the go
iPad Air,Tablet,499,Walmart,90012,Los Angeles,CA,No,Apple,No,flbvw51,47,Male,Secretary,5,9/21/2014, Sleek
Galaxy S4,Smart Phone,269,hhgregg,60603,Chicago,IL,Yes,Samsung,Yes,tfame25,35,Male,Secretary,4,8/21/2014, Great phone for the money......works fantastic
HP PAVALION  15.6,Laptop,319,Bestbuy,60616,Chicago,IL,No,HP,No,wenwa9,43,Male,Student,5,9/13/2013, I love my new laptop especially the touch screen. It did take me a while to get used to some of the new features
Samsung TV 60 LED,TV,1100,Walmart,60585,Naperville,IL,Yes,Samsung,No,lnfas43,24,Male,Student,3,8/1/2014,If you are buying this for just the picture the its a good buy. If you want to utilize the web functions through the Smarthub my experience has been bad. Have had to replace TV once due to bad processor.
Galaxy S4,Smart Phone,402,hhgregg,94158,San Francisco,CA,No,Samsung,No,xcnht28,51,Male,Student,5,5/12/2014,Great pocket computer. Get the samsung flip cover case...very useful window on the cover and protects the screen.
iPhone 6,Smart Phone,589,Frys,60616,Chicago,IL,No,Apple,No,dejej46,35,Male,Manager,4,2/15/2015,  I love it now
Galaxy S4,Smart Phone,390,hhgregg,30303,Atlanta,GA,Yes,Samsung,No,vnamy70,25,Female,Manager,4,11/25/2014,Bought for an upgrade for my son. He likes the phone a lot..
Samsung Tab 4,Tablet,349,Walmart,94158,San Francisco,CA,No,Samsung,No,omzrh97,39,Male,Student,5,9/13/2013,So happy with my purchase! This has been a fantastic purchase and I would recommend to someone to buy.
Dell Ispiron 15.6,Laptop,349,Walmart,94158,San Francisco,CA,Yes,Dell,No,tkqup6,48,Male,Accountant,4,10/10/2013,Purchase this laptop to be used in the replacement of a desktop computer. And in light with a good keyboard.
Surface 3,Tablet,999,Target,60585,Naperville,IL,No,Microsoft,No,lhjuk89,57,Male,Programmer,3,8/1/2014,This computer picked up a virus the first day it went online even with virus protection.
Galaxy S4,Smart Phone,390,Frys,60603,Chicago,IL,Yes,Samsung,No,omrfe99,42,Male,Secretary,4,1/17/2015,Great phone but too big for wearing on the belt. Easy to use. Still haven't used many of its features. Very good camera and speaker phone. Nice looking too.
iPad Air,Tablet,299,Bestbuy,94158,San Francisco,CA,Yes,Apple,Yes,ftumk76,19,Male,Accountant,2,7/19/2014,Battery overheats after few hours and then turns off
Dell Ispiron 15.6,Laptop,349,hhgregg,60603,Chicago,IL,Yes,Dell,No,cwngf30,18,Male,Unknown,4,5/12/2014,The kids are happy with the computer.
iPhone 6,Smart Phone,399,Target,33129,Miami,FL,No,Apple,No,pnseg9,52,Male,Accountant,4,5/25/2014,I love my new phone and all the new features it offers
Samsung TV 60 LED,TV,1200,hhgregg,94158,San Francisco,CA,No,Samsung,No,jxfbz29,21,Female,Unknown,1,3/24/2014,connecting to wifi is really slow
iPhone 6,Smart Phone,589,Frys,90033,Los Angeles,CA,No,Apple,No,ihnyu68,39,Female,Accountant,4,8/10/2013,Works better than any of the older models and iOS is great with mac
Samsung TV 60 LED,TV,1200,Bestbuy,60616,Chicago,IL,No,Samsung,No,esdfb52,24,Female,Programmer,5,8/18/2014,Asume Picture ! Match it up with DIRECTV and you have a winning combo.
HP PAVALION  15.6,Laptop,376,Frys,2108,Boston,MA,No,HP,No,unjcg46,18,Female,Programmer,2,10/10/2013,battery is really bad; lasts less than 2 hours.
HP PAVALION  15.6,Laptop,319,Target,90012,Los Angeles,CA,No,HP,No,lwhoj94,52,Male,Student,5,5/25/2014, This is my first touch screen
iPad Air,Tablet,299,Target,33129,Miami,FL,Yes,Apple,Yes,xocfk69,22,Female,Student,5,7/21/2014,Ipads are the best devices around. Its ease of use and friendly demeanor are exceptional.
iPhone 6,Smart Phone,960,hhgregg,90012,Los Angeles,CA,No,Apple,No,lluln32,38,Male,Accountant,3,8/21/2014, I like this iphone but something is wrong with it. When i make a call there is a sound
iPhone 6,Smart Phone,589,Frys,60603,Chicago,IL,No,Apple,No,yykgm7,56,Male,Secretary,5,8/21/2014,his phone is everything I expected from Apple with the Bestbuy discounts..
Surface 3,Tablet,925,Frys,60616,Chicago,IL,No,Microsoft,No,hzfgh26,40,Female,Secretary,4,9/20/2014,This device has become my favorite device to use.
Galaxy S4,Smart Phone,399,Frys,60616,Chicago,IL,No,Samsung,No,hscpm42,32,Male,Secretary,5,7/10/2013,Purchased for my son and he has no complaints! Clear screen.colorful....He likes it
iPhone 6,Smart Phone,299,hhgregg,60603,Chicago,IL,Yes,Apple,No,zwunw0,45,Male,Programmer,4,8/18/2014, So much better then the 4s i traded in.Much better battery and screen
Galaxy S4,Smart Phone,390,Bestbuy,44114,Cleveland,OH,Yes,Samsung,No,hjdfm67,48,Male,Student,5,7/23/2014,I love this phone! I have had many Samsung phones but this one is the best one yet.
Dell Ispiron 15.6,Laptop,349,Walmart,90033,Los Angeles,CA,Yes,Dell,No,wbazf12,52,Male,Unknown,3,5/15/2013,this is my first time using DELL but this PC has been giving me some weakness sign.
Samsung TV 60 LED,TV,1200,Walmart,33129,Miami,FL,No,Samsung,No,evcck61,21,Female,Manager,4,12/10/2014, Excellent picture quality
Surface 3,Tablet,999,Target,90012,Los Angeles,CA,No,Microsoft,No,zktyc81,40,Male,Unknown,5,7/9/2014, Excellent computer
Surface 3,Tablet,925,Target,90012,Los Angeles,CA,No,Microsoft,No,qalso70,26,Female,Unknown,4,10/21/2014, Great layout
LG 65,TV,999,Target,44114,Cleveland,OH,No,LG,No,eysye94,19,Male,Programmer,4,1/17/2015, Great TV if you are looking for a 65   that doesn't need to be Smart. 
HP PAVALION  15.6,Laptop,299,Bestbuy,94158,San Francisco,CA,Yes,HP,No,mhxgy50,44,Female,Accountant,3,11/25/2014,Lowest priced computer I could find with a touchscreen and I couldnt be any happier with it! Just what i needed/wanted with a low price!
Samsung TV 60 LED,TV,1100,Frys,60585,Naperville,IL,Yes,Samsung,No,rtjsl31,58,Female,Unknown,4,7/23/2014,The sells people were great in explaining and going over the product with us. Good Job Bestbuy
HP PAVALION  15.6,Laptop,299,Target,94102,San Francisco,CA,Yes,HP,No,aebdi55,33,Male,Student,5,3/10/2015,Loving my new laptop. Took a while to decide but this is great
iPhone 6,Smart Phone,589,hhgregg,94102,San Francisco,CA,No,Apple,No,gewck99,47,Male,Unknown,5,5/19/2014, Great product
Dell Ispiron 15.6,Laptop,499,hhgregg,44114,Cleveland,OH,No,Dell,No,clnlc29,18,Male,Accountant,5,9/21/2014,Daughter loves this laptop for school she is away for college she loves the the touch screen and of course the memory for all homework
LG 65,TV,999,hhgregg,60603,Chicago,IL,No,LG,No,cmpng65,47,Female,Unknown,5,3/10/2015,I got this tv from the deal of the day and it has been great.
Dell Ispiron 15.6,Laptop,449,hhgregg,33130,Miami,FL,Yes,Dell,No,otveq20,34,Male,Programmer,5,12/20/2014, I needed to replace my laptop that crashed (was 5 years old!). After doing some research and seeking out some recommendations
Samsung TV 65 Curved,TV,1899,Frys,94158,San Francisco,CA,Yes,Samsung,Yes,bfgcp27,29,Male,Unknown,4,7/19/2014,The clear motion feature helps but I still see more blurring around fast moving items than I would like at this price. 
iPad Air,Tablet,499,hhgregg,94158,San Francisco,CA,No,Apple,No,ytalv82,23,Female,Manager,5,3/24/2014,I use this to stay in touch when I am on the road from one place to another.
Surface 3,Tablet,999,hhgregg,94158,San Francisco,CA,No,Microsoft,No,zieci89,20,Female,Manager,1,12/27/2014,bad buy;  overheats after 30 minutes
iPad Air,Tablet,499,Target,90033,Los Angeles,CA,No,Apple,No,wzplo89,19,Male,Manager,5,10/28/2014,I had the retina mini which was great but too small for web browsing comfortably for extended periods.
Samsung TV 60 LED,TV,1100,Bestbuy,44114,Cleveland,OH,Yes,Samsung,No,ssxgd70,58,Male,Unknown,3,6/10/2014,TV looks better that older model. However Smart hub keeps crashing
Dell Ispiron 15.6,Laptop,499,Bestbuy,60616,Chicago,IL,No,Dell,No,qcjai53,59,Male,Student,4,6/18/2014,Set up was easy and did t over run me with add-ons.
LG 65,TV,849,hhgregg,60585,Naperville,IL,Yes,LG,Yes,yuxet7,52,Male,Accountant,5,4/29/2014, Overall
Surface 3,Tablet,899,Walmart,90012,Los Angeles,CA,Yes,Microsoft,No,eockw69,53,Male,Secretary,3,12/27/2014,Battery overheats after few hours and then turns off
Samsung TV 65 Curved,TV,1899,Frys,90012,Los Angeles,CA,Yes,Samsung,Yes,cmbtg5,38,Female,Programmer,5,8/10/2014, I use with Roku
Samsung TV 60 LED,TV,1100,Walmart,60603,Chicago,IL,Yes,Samsung,No,bruon21,42,Male,Secretary,4,10/28/2014,Very happy with the quality of the picture and price.
Galaxy S4,Smart Phone,402,Walmart,30303,Atlanta,GA,No,Samsung,No,dbijq52,38,Male,Accountant,4,6/18/2013,I use it for work and basic stuff. Worth it for a budget computer.
iPhone 6,Smart Phone,399,hhgregg,90033,Los Angeles,CA,No,Apple,No,uybhs47,56,Male,Unknown,5,10/28/2014,I have have had several iPhones sin 1st gen and they keep getting better
Surface 3,Tablet,969,Bestbuy,90033,Los Angeles,CA,No,Microsoft,No,geedl73,30,Female,Programmer,4,9/17/2014,The screen quality is awesome.
LG 65,TV,849,Frys,60603,Chicago,IL,Yes,LG,Yes,faydp52,48,Male,Programmer,3,9/13/2013,This is a nice good size tv but the quality is not that great.
LG 65,TV,849,Frys,94102,San Francisco,CA,Yes,LG,Yes,viuzw17,44,Male,Secretary,4,8/21/2014,Color reproduction is really well done for a set this large and inexpensive. 
iPad Air,Tablet,425,Bestbuy,2108,Boston,MA,Yes,Apple,No,vcffb73,22,Male,Manager,4,11/25/2014,I find this iPad to be lightweight and easy to carry and move around with. I can take it everywhere.
Samsung TV 60 LED,TV,1200,Frys,94102,San Francisco,CA,No,Samsung,No,gfxia21,34,Male,Manager,5,12/27/2014,My family is happy with this TV. HD DirecTV looks great on it.
Samsung TV 60 LED,TV,1200,Frys,33129,Miami,FL,No,Samsung,No,xzxeb86,36,Male,Programmer,5,8/21/2014,I considered buying a 4K TV but decided this one worked best for me right now.
Samsung TV 65 Curved,TV,2099,hhgregg,60603,Chicago,IL,Yes,Samsung,No,feuzk98,27,Male,Student,3,12/14/2014,The sound isn't the best
LG 65,TV,2250,Walmart,90012,Los Angeles,CA,No,LG,No,ssubd62,22,Female,Accountant,1,12/5/2014,Ive returned three of these horrible tvs
Surface 3,Tablet,925,Target,44114,Cleveland,OH,No,Microsoft,No,ybsgp94,40,Male,Accountant,5,4/1/2015, It is a tablet
Galaxy S4,Smart Phone,399,Walmart,33130,Miami,FL,No,Samsung,No,bizfr6,30,Female,Unknown,5,12/14/2014, Bought this one for me
Surface 3,Tablet,925,Frys,33129,Miami,FL,No,Microsoft,No,jlpwj78,28,Male,Student,4,10/25/2014,well when you need a tablet without learning a new software like android or IOS this one maybe is your best choice
Surface 3,Tablet,899,Walmart,33129,Miami,FL,Yes,Microsoft,No,nryju79,32,Female,Student,4,11/25/2014,Really like the size to carry around
Samsung TV 60 LED,TV,1200,hhgregg,94158,San Francisco,CA,No,Samsung,No,xkafu90,50,Male,Manager,5,10/25/2014,The TV is exceptional quality and the picture is better then any other TV that I have ever had
Samsung Tab 4,Tablet,299,hhgregg,33129,Miami,FL,Yes,Samsung,No,spuqf42,46,Male,Manager,5,2/15/2014, I was looking for a device that would allow me to be able to read books from various systems
iPhone 6,Smart Phone,589,Target,90012,Los Angeles,CA,No,Apple,No,lniyv55,24,Female,Accountant,5,12/1/2014,As all other Iphones this is also a great unit. Some of the upgraded features are very good(print Lock/Unlock)
Dell Ispiron 15.6,Laptop,449,Bestbuy,60603,Chicago,IL,Yes,Dell,No,yieti8,57,Male,Unknown,5,12/5/2014,Amazing Good product I'm so satisfied Would definitely recommend to a friend
Samsung TV 65 Curved,TV,2099,hhgregg,33129,Miami,FL,Yes,Samsung,No,zjbqf42,46,Male,Manager,3,8/18/2014,The screen picks up any light source in the room and out of it.
Samsung TV 65 Curved,TV,2199,Walmart,60585,Naperville,IL,No,Samsung,No,vcfgf73,21,Male,Programmer,5,12/5/2014,Another great product by Samsung!!
LG 65,TV,2250,Frys,94158,San Francisco,CA,No,LG,No,btkli83,58,Male,Programmer,5,2/15/2014,awesome tv! Better price! 
Galaxy S4,Smart Phone,390,Frys,2110,Boston,MA,Yes,Samsung,No,hktkp58,31,Male,Unknown,4,12/20/2014, Loved my iPhone but in love with the S4 and the size. It's large
iPhone 6,Smart Phone,589,hhgregg,94158,San Francisco,CA,No,Apple,No,lkakj8,44,Male,Programmer,4,8/21/2014, Great upgrade from iPhone 5 and lower
Samsung TV 60 LED,TV,1100,Bestbuy,33129,Miami,FL,Yes,Samsung,No,wntuw8,57,Male,Secretary,4,9/20/2014,Great picture and easy to set up and connect to wi-fi.
